DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mO),Module start-stop switch,SOC/DOD(%),LgD
10578,5,2,CC DChg,01:29:00,88:01:48,-0.0006600,0.3090,0.000979,125.36,0.0000000,0.00,0.0009790,125.36,0.0003656,46.81,0.0000000,0.00,0.0003656,46.81,2023-07-04 09:25:22,-0.0002039,-27.5013,-3521.2975,0,Close,38.28,
10579,5,2,CC DChg,01:29:30,88:02:18,-0.0006600,0.3088,0.0009845,126.06,0.0000000,0.00,0.0009845,126.06,0.0003673,47.03,0.0000000,0.00,0.0003673,47.03,2023-07-04 09:25:52,-0.0002038,-27.5013,-3521.2975,0,Close,38.49,
10580,5,2,CC DChg,01:30:00,88:02:48,-0.0006600,0.3087,0.00099,126.77,0.0000000,0.00,0.0009900,126.77,0.0003690,47.25,0.0000000,0.00,0.0003690,47.25,2023-07-04 09:26:22,-0.0002038,-55.0018,-7042.4811,0,Close,38.71,
10581,5,2,CC DChg,01:30:30,88:03:18,-0.0006600,0.3085,0.0009955,127.47,0.0000000,0.00,0.0009955,127.47,0.0003707,47.47,0.0000000,0.00,0.0003707,47.47,2023-07-04 09:26:52,-0.0002036,-27.5013,-3521.2975,0,Close,38.92,
10582,5,2,CC DChg,01:31:00,88:03:48,-0.0006600,0.3083,0.001001,128.17,0.0000000,0.00,0.0010010,128.17,0.0003724,47.68,0.0000000,0.00,0.0003724,47.68,2023-07-04 09:27:22,-0.0002035,-27.5009,-3521.2406,0,Close,39.14,
10583,5,2,CC DChg,01:31:30,88:04:18,-0.0006600,0.3082,0.0010065,128.88,0.0000000,0.00,0.0010065,128.88,0.0003741,47.90,0.0000000,0.00,0.0003741,47.90,2023-07-04 09:27:52,-0.0002034,-55.0027,-7042.5950,0,Close,39.36,
10584,5,2,CC DChg,01:32:00,88:04:48,-0.0006600,0.3080,0.001012,129.58,0.0000000,0.00,0.0010120,129.58,0.0003758,48.12,0.0000000,0.00,0.0003758,48.12,2023-07-04 09:28:22,-0.0002033,-27.5004,-3521.1837,0,Close,39.57,
10585,5,2,CC DChg,01:32:30,88:05:18,-0.0006600,0.3079,0.0010175,130.29,0.0000000,0.00,0.0010175,130.29,0.0003775,48.34,0.0000000,0.00,0.0003775,48.34,2023-07-04 09:28:52,-0.0002032,-55.0018,-7042.4811,0,Close,39.79,
10586,5,2,CC DChg,01:33:00,88:05:48,-0.0006600,0.3077,0.001023,130.99,0.0000000,0.00,0.0010230,130.99,0.0003792,48.55,0.0000000,0.00,0.0003792,48.55,2023-07-04 09:29:22,-0.0002031,-27.5013,-3521.2975,0,Close,40.00,
10587,5,2,CC DChg,01:33:30,88:06:18,-0.0006600,0.3076,0.0010285,131.70,0.0000000,0.00,0.0010285,131.70,0.0003809,48.77,0.0000000,0.00,0.0003809,48.77,2023-07-04 09:29:52,-0.0002030,-55.0018,-7042.4811,0,Close,40.22,
10588,5,2,CC DChg,01:34:00,88:06:48,-0.0006600,0.3074,0.001034,132.40,0.0000000,0.00,0.0010340,132.40,0.0003826,48.99,0.0000000,0.00,0.0003826,48.99,2023-07-04 09:30:22,-0.0002029,-27.5013,-3521.2975,0,Close,40.43,
10589,5,2,CC DChg,01:34:30,88:07:18,-0.0006600,0.3072,0.0010395,133.10,0.0000000,0.00,0.0010395,133.10,0.0003843,49.20,0.0000000,0.00,0.0003843,49.20,2023-07-04 09:30:52,-0.0002028,-27.5009,-3521.2406,0,Close,40.65,
10590,5,2,CC DChg,01:35:00,88:07:48,-0.0006600,0.3071,0.001045,133.81,0.0000000,0.00,0.0010450,133.81,0.0003860,49.42,0.0000000,0.00,0.0003860,49.42,2023-07-04 09:31:22,-0.0002027,-55.0027,-7042.5950,0,Close,40.86,
10591,5,2,CC DChg,01:35:30,88:08:18,-0.0006600,0.3069,0.0010505,134.51,0.0000000,0.00,0.0010505,134.51,0.0003876,49.63,0.0000000,0.00,0.0003876,49.63,2023-07-04 09:31:52,-0.0002026,-27.5009,-3521.2406,0,Close,41.08,
10592,5,2,CC DChg,01:36:00,88:08:48,-0.0006600,0.3068,0.001056,135.22,0.0000000,0.00,0.0010560,135.22,0.0003893,49.85,0.0000000,0.00,0.0003893,49.85,2023-07-04 09:32:22,-0.0002025,-55.0027,-7042.5950,0,Close,41.29,
10593,5,2,CC DChg,01:36:30,88:09:18,-0.0006600,0.3066,0.0010615,135.92,0.0000000,0.00,0.0010615,135.92,0.0003910,50.07,0.0000000,0.00,0.0003910,50.07,2023-07-04 09:32:52,-0.0002024,-27.5013,-3521.2975,0,Close,41.51,
10594,5,2,CC DChg,01:37:00,88:09:48,-0.0006600,0.3065,0.001067,136.63,0.0000000,0.00,0.0010670,136.63,0.0003927,50.28,0.0000000,0.00,0.0003927,50.28,2023-07-04 09:33:22,-0.0002023,-55.0027,-7042.5950,0,Close,41.72,
10595,5,2,CC DChg,01:37:30,88:10:18,-0.0006600,0.3063,0.0010725,137.33,0.0000000,0.00,0.0010725,137.33,0.0003944,50.50,0.0000000,0.00,0.0003944,50.50,2023-07-04 09:33:52,-0.0002022,-27.5009,-3521.2406,0,Close,41.94,
10596,5,2,CC DChg,01:38:00,88:10:48,-0.0006600,0.3062,0.001078,138.03,0.0000000,0.00,0.0010780,138.03,0.0003961,50.71,0.0000000,0.00,0.0003961,50.71,2023-07-04 09:34:22,-0.0002021,-55.0018,-7042.4811,0,Close,42.15,
10597,5,2,CC DChg,01:38:30,88:11:18,-0.0006600,0.3060,0.0010835,138.74,0.0000000,0.00,0.0010835,138.74,0.0003978,50.93,0.0000000,0.00,0.0003978,50.93,2023-07-04 09:34:52,-0.0002020,-27.5013,-3521.2975,0,Close,42.37,
10598,5,2,CC DChg,01:39:00,88:11:48,-0.0006600,0.3059,0.001089,139.44,0.0000000,0.00,0.0010890,139.44,0.0003994,51.14,0.0000000,0.00,0.0003994,51.14,2023-07-04 09:35:22,-0.0002019,-55.0018,-7042.4811,0,Close,42.58,
10599,5,2,CC DChg,01:39:30,88:12:18,-0.0006600,0.3057,0.0010945,140.15,0.0000000,0.00,0.0010945,140.15,0.0004011,51.36,0.0000000,0.00,0.0004011,51.36,2023-07-04 09:35:52,-0.0002018,-27.5013,-3521.2975,0,Close,42.80,
10600,5,2,CC DChg,01:40:00,88:12:48,-0.0006600,0.3056,0.0011,140.85,0.0000000,0.00,0.0011000,140.85,0.0004028,51.58,0.0000000,0.00,0.0004028,51.58,2023-07-04 09:36:22,-0.0002017,-55.0018,-7042.4811,0,Close,43.01,
10601,5,2,CC DChg,01:40:30,88:13:18,-0.0006600,0.3054,0.0011055,141.56,0.0000000,0.00,0.0011055,141.56,0.0004045,51.79,0.0000000,0.00,0.0004045,51.79,2023-07-04 09:36:52,-0.0002016,-27.5013,-3521.2975,0,Close,43.23,
10602,5,2,CC DChg,01:41:00,88:13:48,-0.0006600,0.3053,0.001111,142.26,0.0000000,0.00,0.0011110,142.26,0.0004062,52.01,0.0000000,0.00,0.0004062,52.01,2023-07-04 09:37:22,-0.0002015,-55.0018,-7042.4811,0,Close,43.44,
10603,5,2,CC DChg,01:41:30,88:14:18,-0.0006600,0.3052,0.0011165,142.96,0.0000000,0.00,0.0011165,142.96,0.0004078,52.22,0.0000000,0.00,0.0004078,52.22,2023-07-04 09:37:52,-0.0002014,-55.0036,-7042.7088,0,Close,43.66,
10604,5,2,CC DChg,01:42:00,88:14:48,-0.0006600,0.3050,0.001122,143.67,0.0000000,0.00,0.0011220,143.67,0.0004095,52.44,0.0000000,0.00,0.0004095,52.44,2023-07-04 09:38:22,-0.0002013,-27.5009,-3521.2406,0,Close,43.87,
10605,5,2,CC DChg,01:42:30,88:15:18,-0.0006600,0.3049,0.0011275,144.37,0.0000000,0.00,0.0011275,144.37,0.0004112,52.65,0.0000000,0.00,0.0004112,52.65,2023-07-04 09:38:52,-0.0002012,-55.0036,-7042.7088,0,Close,44.09,
10606,5,2,CC DChg,01:43:00,88:15:48,-0.0006600,0.3047,0.001133,145.08,0.0000000,0.00,0.0011330,145.08,0.0004129,52.86,0.0000000,0.00,0.0004129,52.86,2023-07-04 09:39:22,-0.0002011,-27.5004,-3521.1837,0,Close,44.30,
10607,5,2,CC DChg,01:43:30,88:16:18,-0.0006600,0.3046,0.0011386,145.78,0.0000000,0.00,0.0011386,145.78,0.0004146,53.08,0.0000000,0.00,0.0004146,53.08,2023-07-04 09:39:52,-0.0002010,-55.0036,-7042.7088,0,Close,44.52,
10608,5,2,CC DChg,01:44:00,88:16:48,-0.0006600,0.3045,0.0011441,146.49,0.0000000,0.00,0.0011441,146.49,0.0004162,53.29,0.0000000,0.00,0.0004162,53.29,2023-07-04 09:40:22,-0.0002010,-55.0027,-7042.5950,0,Close,44.73,
10609,5,2,CC DChg,01:44:30,88:17:18,-0.0006600,0.3043,0.0011496,147.19,0.0000000,0.00,0.0011496,147.19,0.0004179,53.51,0.0000000,0.00,0.0004179,53.51,2023-07-04 09:40:52,-0.0002008,-27.5009,-3521.2406,0,Close,44.95,
10610,5,2,CC DChg,01:45:00,88:17:48,-0.0006600,0.3042,0.0011551,147.89,0.0000000,0.00,0.0011551,147.89,0.0004196,53.72,0.0000000,0.00,0.0004196,53.72,2023-07-04 09:41:22,-0.0002008,-55.0036,-7042.7088,0,Close,45.16,
10611,5,2,CC DChg,01:45:30,88:18:18,-0.0006600,0.3041,0.0011606,148.60,0.0000000,0.00,0.0011606,148.60,0.0004212,53.94,0.0000000,0.00,0.0004212,53.94,2023-07-04 09:41:52,-0.0002007,-55.0027,-7042.5950,0,Close,45.38,
10612,5,2,CC DChg,01:46:00,88:18:48,-0.0006600,0.3039,0.0011661,149.30,0.0000000,0.00,0.0011661,149.30,0.0004229,54.15,0.0000000,0.00,0.0004229,54.15,2023-07-04 09:42:22,-0.0002006,-27.5004,-3521.1837,0,Close,45.59,
10613,5,2,CC DChg,01:46:30,88:19:18,-0.0006600,0.3038,0.0011716,150.01,0.0000000,0.00,0.0011716,150.01,0.0004246,54.36,0.0000000,0.00,0.0004246,54.36,2023-07-04 09:42:52,-0.0002005,-55.0018,-7042.4811,0,Close,45.81,
10614,5,2,CC DChg,01:47:00,88:19:48,-0.0006600,0.3036,0.0011771,150.71,0.0000000,0.00,0.0011771,150.71,0.0004263,54.58,0.0000000,0.00,0.0004263,54.58,2023-07-04 09:43:22,-0.0002004,-27.5018,-3521.3544,0,Close,46.02,
10615,5,2,CC DChg,01:47:30,88:20:18,-0.0006600,0.3035,0.0011826,151.42,0.0000000,0.00,0.0011826,151.42,0.0004279,54.79,0.0000000,0.00,0.0004279,54.79,2023-07-04 09:43:52,-0.0002003,-55.0018,-7042.4811,0,Close,46.24,
10616,5,2,CC DChg,01:48:00,88:20:48,-0.0006600,0.3034,0.0011881,152.12,0.0000000,0.00,0.0011881,152.12,0.0004296,55.01,0.0000000,0.00,0.0004296,55.01,2023-07-04 09:44:22,-0.0002003,-55.0027,-7042.5950,0,Close,46.45,
10617,5,2,CC DChg,01:48:30,88:21:18,-0.0006600,0.3032,0.0011936,152.82,0.0000000,0.00,0.0011936,152.82,0.0004313,55.22,0.0000000,0.00,0.0004313,55.22,2023-07-04 09:44:52,-0.0002001,-27.5009,-3521.2406,0,Close,46.67,
10618,5,2,CC DChg,01:49:00,88:21:48,-0.0006600,0.3031,0.0011991,153.53,0.0000000,0.00,0.0011991,153.53,0.0004329,55.43,0.0000000,0.00,0.0004329,55.43,2023-07-04 09:45:22,-0.0002001,-55.0036,-7042.7088,0,Close,46.88,
10619,5,2,CC DChg,01:49:30,88:22:18,-0.0006600,0.3029,0.0012046,154.23,0.0000000,0.00,0.0012046,154.23,0.0004346,55.65,0.0000000,0.00,0.0004346,55.65,2023-07-04 09:45:52,-0.0001999,-27.5013,-3521.2975,0,Close,47.10,
10620,5,2,CC DChg,01:50:00,88:22:48,-0.0006600,0.3028,0.0012101,154.94,0.0000000,0.00,0.0012101,154.94,0.0004363,55.86,0.0000000,0.00,0.0004363,55.86,2023-07-04 09:46:22,-0.0001999,-55.0018,-7042.4811,0,Close,47.31,
10621,5,2,CC DChg,01:50:30,88:23:18,-0.0006600,0.3027,0.0012156,155.64,0.0000000,0.00,0.0012156,155.64,0.0004379,56.07,0.0000000,0.00,0.0004379,56.07,2023-07-04 09:46:52,-0.0001998,-55.0027,-7042.5950,0,Close,47.53,
10622,5,2,CC DChg,01:51:00,88:23:48,-0.0006600,0.3025,0.0012211,156.34,0.0000000,0.00,0.0012211,156.34,0.0004396,56.29,0.0000000,0.00,0.0004396,56.29,2023-07-04 09:47:22,-0.0001997,-27.5009,-3521.2406,0,Close,47.74,
10623,5,2,CC DChg,01:51:30,88:24:18,-0.0006600,0.3024,0.0012266,157.05,0.0000000,0.00,0.0012266,157.05,0.0004413,56.50,0.0000000,0.00,0.0004413,56.50,2023-07-04 09:47:52,-0.0001996,-55.0036,-7042.7088,0,Close,47.96,
10624,5,2,CC DChg,01:52:00,88:24:48,-0.0006600,0.3023,0.0012321,157.75,0.0000000,0.00,0.0012321,157.75,0.0004429,56.71,0.0000000,0.00,0.0004429,56.71,2023-07-04 09:48:22,-0.0001995,-55.0018,-7042.4811,0,Close,48.17,
10625,5,2,CC DChg,01:52:30,88:25:18,-0.0006600,0.3021,0.0012376,158.46,0.0000000,0.00,0.0012376,158.46,0.0004446,56.92,0.0000000,0.00,0.0004446,56.92,2023-07-04 09:48:52,-0.0001994,-27.5013,-3521.2975,0,Close,48.39,
10626,5,2,CC DChg,01:53:00,88:25:48,-0.0006600,0.3020,0.0012431,159.16,0.0000000,0.00,0.0012431,159.16,0.0004462,57.14,0.0000000,0.00,0.0004462,57.14,2023-07-04 09:49:22,-0.0001993,-55.0018,-7042.4811,0,Close,48.60,
10627,5,2,CC DChg,01:53:30,88:26:18,-0.0006600,0.3019,0.0012486,159.87,0.0000000,0.00,0.0012486,159.87,0.0004479,57.35,0.0000000,0.00,0.0004479,57.35,2023-07-04 09:49:52,-0.0001993,-55.0036,-7042.7088,0,Close,48.82,
10628,5,2,CC DChg,01:54:00,88:26:48,-0.0006600,0.3017,0.0012541,160.57,0.0000000,0.00,0.0012541,160.57,0.0004496,57.56,0.0000000,0.00,0.0004496,57.56,2023-07-04 09:50:22,-0.0001991,-27.5013,-3521.2975,0,Close,49.03,
10629,5,2,CC DChg,01:54:30,88:27:18,-0.0006600,0.3016,0.0012596,161.27,0.0000000,0.00,0.0012596,161.27,0.0004512,57.78,0.0000000,0.00,0.0004512,57.78,2023-07-04 09:50:52,-0.0001991,-55.0018,-7042.4811,0,Close,49.25,
10630,5,2,CC DChg,01:55:00,88:27:48,-0.0006600,0.3015,0.0012651,161.98,0.0000000,0.00,0.0012651,161.98,0.0004529,57.99,0.0000000,0.00,0.0004529,57.99,2023-07-04 09:51:22,-0.0001990,-55.0027,-7042.5950,0,Close,49.46,
10631,5,2,CC DChg,01:55:30,88:28:18,-0.0006600,0.3013,0.0012706,162.68,0.0000000,0.00,0.0012706,162.68,0.0004545,58.20,0.0000000,0.00,0.0004545,58.20,2023-07-04 09:51:52,-0.0001989,-27.5018,-3521.3544,0,Close,49.68,
10632,5,2,CC DChg,01:56:00,88:28:48,-0.0006600,0.3012,0.0012761,163.39,0.0000000,0.00,0.0012761,163.39,0.0004562,58.41,0.0000000,0.00,0.0004562,58.41,2023-07-04 09:52:22,-0.0001988,-55.0000,-7042.2535,0,Close,49.89,
10633,5,2,CC DChg,01:56:30,88:29:18,-0.0006600,0.3011,0.0012816,164.09,0.0000000,0.00,0.0012816,164.09,0.0004579,58.62,0.0000000,0.00,0.0004579,58.62,2023-07-04 09:52:52,-0.0001987,-55.0036,-7042.7088,0,Close,50.11,
10634,5,2,CC DChg,01:57:00,88:29:48,-0.0006600,0.3009,0.0012871,164.80,0.0000000,0.00,0.0012871,164.80,0.0004595,58.84,0.0000000,0.00,0.0004595,58.84,2023-07-04 09:53:22,-0.0001986,-27.5013,-3521.2975,0,Close,50.32,
10635,5,2,CC DChg,01:57:30,88:30:18,-0.0006600,0.3008,0.0012926,165.50,0.0000000,0.00,0.0012926,165.50,0.0004612,59.05,0.0000000,0.00,0.0004612,59.05,2023-07-04 09:53:52,-0.0001985,-55.0036,-7042.7088,0,Close,50.54,
10636,5,2,CC DChg,01:58:00,88:30:48,-0.0006600,0.3007,0.0012981,166.20,0.0000000,0.00,0.0012981,166.20,0.0004628,59.26,0.0000000,0.00,0.0004628,59.26,2023-07-04 09:54:22,-0.0001985,-55.0009,-7042.3673,0,Close,50.75,
10637,5,2,CC DChg,01:58:30,88:31:18,-0.0006600,0.3005,0.0013036,166.91,0.0000000,0.00,0.0013036,166.91,0.0004645,59.47,0.0000000,0.00,0.0004645,59.47,2023-07-04 09:54:52,-0.0001983,-27.5018,-3521.3544,0,Close,50.97,
10638,5,2,CC DChg,01:59:00,88:31:48,-0.0006600,0.3004,0.0013091,167.61,0.0000000,0.00,0.0013091,167.61,0.0004661,59.68,0.0000000,0.00,0.0004661,59.68,2023-07-04 09:55:22,-0.0001983,-55.0036,-7042.7088,0,Close,51.18,
10639,5,2,CC DChg,01:59:30,88:32:18,-0.0006600,0.3003,0.0013146,168.32,0.0000000,0.00,0.0013146,168.32,0.0004678,59.89,0.0000000,0.00,0.0004678,59.89,2023-07-04 09:55:52,-0.0001982,-55.0009,-7042.3673,0,Close,51.40,
10640,5,2,CC DChg,02:00:00,88:32:48,-0.0006600,0.3001,0.0013201,169.02,0.0000000,0.00,0.0013201,169.02,0.0004694,60.11,0.0000000,0.00,0.0004694,60.11,2023-07-04 09:56:22,-0.0001981,-27.5009,-3521.2406,0,Close,51.61,
10641,5,2,CC DChg,02:00:30,88:33:18,-0.0006600,0.3000,0.0013256,169.73,0.0000000,0.00,0.0013256,169.73,0.0004711,60.32,0.0000000,0.00,0.0004711,60.32,2023-07-04 09:56:52,-0.0001980,-55.0036,-7042.7088,0,Close,51.83,
10642,5,2,CC DChg,02:01:00,88:33:48,-0.0006600,0.2999,0.0013311,170.43,0.0000000,0.00,0.0013311,170.43,0.0004727,60.53,0.0000000,0.00,0.0004727,60.53,2023-07-04 09:57:22,-0.0001979,-55.0036,-7042.7088,0,Close,52.04,
10643,5,2,CC DChg,02:01:30,88:34:18,-0.0006600,0.2998,0.0013366,171.13,0.0000000,0.00,0.0013366,171.13,0.0004744,60.74,0.0000000,0.00,0.0004744,60.74,2023-07-04 09:57:52,-0.0001979,-55.0018,-7042.4811,0,Close,52.26,
10644,5,2,CC DChg,02:02:00,88:34:48,-0.0006600,0.2996,0.0013421,171.84,0.0000000,0.00,0.0013421,171.84,0.0004760,60.95,0.0000000,0.00,0.0004760,60.95,2023-07-04 09:58:22,-0.0001977,-27.5004,-3521.1837,0,Close,52.47,
10645,5,2,CC DChg,02:02:30,88:35:18,-0.0006600,0.2995,0.0013476,172.54,0.0000000,0.00,0.0013476,172.54,0.0004777,61.16,0.0000000,0.00,0.0004777,61.16,2023-07-04 09:58:52,-0.0001977,-55.0036,-7042.7088,0,Close,52.69,
10646,5,2,CC DChg,02:03:00,88:35:48,-0.0006600,0.2994,0.0013531,173.25,0.0000000,0.00,0.0013531,173.25,0.0004793,61.37,0.0000000,0.00,0.0004793,61.37,2023-07-04 09:59:22,-0.0001976,-55.0027,-7042.5950,0,Close,52.90,
10647,5,2,CC DChg,02:03:30,88:36:18,-0.0006600,0.2992,0.0013586,173.95,0.0000000,0.00,0.0013586,173.95,0.0004810,61.58,0.0000000,0.00,0.0004810,61.58,2023-07-04 09:59:52,-0.0001975,-27.5018,-3521.3544,0,Close,53.12,
10648,5,2,CC DChg,02:04:00,88:36:48,-0.0006600,0.2991,0.0013641,174.66,0.0000000,0.00,0.0013641,174.66,0.0004826,61.79,0.0000000,0.00,0.0004826,61.79,2023-07-04 10:00:22,-0.0001974,-55.0018,-7042.4811,0,Close,53.33,
10649,5,2,CC DChg,02:04:30,88:37:18,-0.0006600,0.2990,0.0013696,175.36,0.0000000,0.00,0.0013696,175.36,0.0004843,62.00,0.0000000,0.00,0.0004843,62.00,2023-07-04 10:00:52,-0.0001973,-55.0027,-7042.5950,0,Close,53.55,
10650,5,2,CC DChg,02:05:00,88:37:48,-0.0006600,0.2989,0.0013751,176.06,0.0000000,0.00,0.0013751,176.06,0.0004859,62.22,0.0000000,0.00,0.0004859,62.22,2023-07-04 10:01:22,-0.0001973,-55.0018,-7042.4811,0,Close,53.76,
10651,5,2,CC DChg,02:05:30,88:38:18,-0.0006600,0.2987,0.0013806,176.77,0.0000000,0.00,0.0013806,176.77,0.0004875,62.43,0.0000000,0.00,0.0004875,62.43,2023-07-04 10:01:52,-0.0001972,-27.5018,-3521.3544,0,Close,53.98,
10652,5,2,CC DChg,02:06:00,88:38:48,-0.0006600,0.2986,0.0013861,177.47,0.0000000,0.00,0.0013861,177.47,0.0004892,62.64,0.0000000,0.00,0.0004892,62.64,2023-07-04 10:02:22,-0.0001971,-55.0018,-7042.4811,0,Close,54.19,
10653,5,2,CC DChg,02:06:30,88:39:18,-0.0006600,0.2985,0.0013916,178.18,0.0000000,0.00,0.0013916,178.18,0.0004908,62.85,0.0000000,0.00,0.0004908,62.85,2023-07-04 10:02:52,-0.0001970,-55.0027,-7042.5950,0,Close,54.41,
10654,5,2,CC DChg,02:07:00,88:39:48,-0.0006600,0.2983,0.0013971,178.88,0.0000000,0.00,0.0013971,178.88,0.0004925,63.06,0.0000000,0.00,0.0004925,63.06,2023-07-04 10:03:22,-0.0001969,-27.5009,-3521.2406,0,Close,54.62,
10655,5,2,CC DChg,02:07:30,88:40:18,-0.0006600,0.2982,0.0014026,179.59,0.0000000,0.00,0.0014026,179.59,0.0004941,63.27,0.0000000,0.00,0.0004941,63.27,2023-07-04 10:03:52,-0.0001968,-55.0036,-7042.7088,0,Close,54.84,
10656,5,2,CC DChg,02:08:00,88:40:48,-0.0006600,0.2981,0.0014081,180.29,0.0000000,0.00,0.0014081,180.29,0.0004958,63.48,0.0000000,0.00,0.0004958,63.48,2023-07-04 10:04:22,-0.0001968,-55.0009,-7042.3673,0,Close,55.05,
10657,5,2,CC DChg,02:08:30,88:41:18,-0.0006600,0.2979,0.0014136,180.99,0.0000000,0.00,0.0014136,180.99,0.0004974,63.69,0.0000000,0.00,0.0004974,63.69,2023-07-04 10:04:52,-0.0001966,-27.5018,-3521.3544,0,Close,55.27,
10658,5,2,CC DChg,02:09:00,88:41:48,-0.0006600,0.2978,0.0014191,181.70,0.0000000,0.00,0.0014191,181.70,0.0004990,63.90,0.0000000,0.00,0.0004990,63.90,2023-07-04 10:05:22,-0.0001966,-55.0036,-7042.7088,0,Close,55.48,
10659,5,2,CC DChg,02:09:30,88:42:18,-0.0006600,0.2977,0.0014246,182.40,0.0000000,0.00,0.0014246,182.40,0.0005007,64.11,0.0000000,0.00,0.0005007,64.11,2023-07-04 10:05:52,-0.0001965,-55.0027,-7042.5950,0,Close,55.70,
10660,5,2,CC DChg,02:10:00,88:42:48,-0.0006600,0.2976,0.0014301,183.11,0.0000000,0.00,0.0014301,183.11,0.0005023,64.32,0.0000000,0.00,0.0005023,64.32,2023-07-04 10:06:22,-0.0001964,-55.0009,-7042.3673,0,Close,55.91,
10661,5,2,CC DChg,02:10:30,88:43:18,-0.0006600,0.2974,0.0014356,183.81,0.0000000,0.00,0.0014356,183.81,0.0005039,64.52,0.0000000,0.00,0.0005039,64.52,2023-07-04 10:06:52,-0.0001963,-27.5018,-3521.3544,0,Close,56.13,
10662,5,2,CC DChg,02:11:00,88:43:48,-0.0006600,0.2973,0.0014411,184.52,0.0000000,0.00,0.0014411,184.52,0.0005056,64.73,0.0000000,0.00,0.0005056,64.73,2023-07-04 10:07:22,-0.0001962,-55.0027,-7042.5950,0,Close,56.34,
10663,5,2,CC DChg,02:11:30,88:44:18,-0.0006600,0.2972,0.0014466,185.22,0.0000000,0.00,0.0014466,185.22,0.0005072,64.94,0.0000000,0.00,0.0005072,64.94,2023-07-04 10:07:52,-0.0001962,-55.0027,-7042.5950,0,Close,56.56,
10664,5,2,CC DChg,02:12:00,88:44:48,-0.0006600,0.2970,0.0014521,185.92,0.0000000,0.00,0.0014521,185.92,0.0005088,65.15,0.0000000,0.00,0.0005088,65.15,2023-07-04 10:08:22,-0.0001960,-27.5004,-3521.1837,0,Close,56.77,
10665,5,2,CC DChg,02:12:30,88:45:18,-0.0006600,0.2969,0.0014576,186.63,0.0000000,0.00,0.0014576,186.63,0.0005105,65.36,0.0000000,0.00,0.0005105,65.36,2023-07-04 10:08:52,-0.0001960,-55.0036,-7042.7088,0,Close,56.99,
10666,5,2,CC DChg,02:13:00,88:45:48,-0.0006600,0.2968,0.0014631,187.33,0.0000000,0.00,0.0014631,187.33,0.0005121,65.57,0.0000000,0.00,0.0005121,65.57,2023-07-04 10:09:22,-0.0001959,-55.0036,-7042.7088,0,Close,57.20,
10667,5,2,CC DChg,02:13:30,88:46:18,-0.0006600,0.2967,0.0014686,188.04,0.0000000,0.00,0.0014686,188.04,0.0005137,65.78,0.0000000,0.00,0.0005137,65.78,2023-07-04 10:09:52,-0.0001958,-55.0018,-7042.4811,0,Close,57.42,
10668,5,2,CC DChg,02:14:00,88:46:48,-0.0006600,0.2965,0.0014741,188.74,0.0000000,0.00,0.0014741,188.74,0.0005154,65.99,0.0000000,0.00,0.0005154,65.99,2023-07-04 10:10:22,-0.0001957,-27.5013,-3521.2975,0,Close,57.63,
10669,5,2,CC DChg,02:14:30,88:47:18,-0.0006600,0.2964,0.0014796,189.45,0.0000000,0.00,0.0014796,189.45,0.0005170,66.20,0.0000000,0.00,0.0005170,66.20,2023-07-04 10:10:52,-0.0001956,-55.0036,-7042.7088,0,Close,57.85,
10670,5,2,CC DChg,02:15:00,88:47:48,-0.0006600,0.2963,0.0014851,190.15,0.0000000,0.00,0.0014851,190.15,0.0005186,66.41,0.0000000,0.00,0.0005186,66.41,2023-07-04 10:11:22,-0.0001956,-55.0009,-7042.3673,0,Close,58.06,
10671,5,2,CC DChg,02:15:30,88:48:18,-0.0006600,0.2962,0.0014906,190.85,0.0000000,0.00,0.0014906,190.85,0.0005203,66.62,0.0000000,0.00,0.0005203,66.62,2023-07-04 10:11:52,-0.0001955,-55.0027,-7042.5950,0,Close,58.28,
10672,5,2,CC DChg,02:16:00,88:48:48,-0.0006600,0.2960,0.0014961,191.56,0.0000000,0.00,0.0014961,191.56,0.0005219,66.82,0.0000000,0.00,0.0005219,66.82,2023-07-04 10:12:22,-0.0001954,-27.5009,-3521.2406,0,Close,58.49,
10673,5,2,CC DChg,02:16:30,88:49:18,-0.0006600,0.2959,0.0015016,192.26,0.0000000,0.00,0.0015016,192.26,0.0005235,67.03,0.0000000,0.00,0.0005235,67.03,2023-07-04 10:12:52,-0.0001953,-55.0027,-7042.5950,0,Close,58.71,
10674,5,2,CC DChg,02:17:00,88:49:48,-0.0006600,0.2958,0.0015071,192.97,0.0000000,0.00,0.0015071,192.97,0.0005251,67.24,0.0000000,0.00,0.0005251,67.24,2023-07-04 10:13:22,-0.0001952,-55.0044,-7042.8226,0,Close,58.92,
10675,5,2,CC DChg,02:17:30,88:50:18,-0.0006600,0.2957,0.0015126,193.67,0.0000000,0.00,0.0015126,193.67,0.0005268,67.45,0.0000000,0.00,0.0005268,67.45,2023-07-04 10:13:52,-0.0001952,-55.0009,-7042.3673,0,Close,59.14,
